,,total_cases,new_cases,total_deaths,new_deaths,case_datality_rate
,,amax,sum,amax,sum,
location,month,,,,,
Guinea,2020-09,10652.0,1243.0,66.0,7.0,0.006196019526849418
Guinea,2020-10,12072.0,1420.0,72.0,6.0,0.005964214711729622
Guinea,2020-11,13119.0,1047.0,76.0,4.0,0.005793124475950911
Guinea,2020-12,13722.0,603.0,81.0,5.0,0.005902929602098819
Guinea-Bissau,2020-03,8.0,8.0,,0.0,
Guinea-Bissau,2020-04,205.0,197.0,1.0,1.0,0.004878048780487805
Guinea-Bissau,2020-05,1256.0,1051.0,8.0,7.0,0.006369426751592357
Guinea-Bissau,2020-06,1654.0,398.0,24.0,16.0,0.014510278113663845
Guinea-Bissau,2020-07,1981.0,327.0,26.0,2.0,0.013124684502776375
Guinea-Bissau,2020-08,2205.0,224.0,34.0,8.0,0.015419501133786848
Guinea-Bissau,2020-09,2324.0,119.0,39.0,5.0,0.016781411359724614
Guinea-Bissau,2020-10,2413.0,89.0,41.0,2.0,0.01699129714048902
Guinea-Bissau,2020-11,2441.0,28.0,44.0,3.0,0.018025399426464563
Guinea-Bissau,2020-12,2452.0,11.0,45.0,1.0,0.01835236541598695
Guyana,2020-03,20.0,12.0,2.0,2.0,0.1
Guyana,2020-04,82.0,70.0,9.0,7.0,0.10975609756097561
Guyana,2020-05,153.0,71.0,12.0,3.0,0.0784313725490196
Guyana,2020-06,245.0,92.0,12.0,0.0,0.04897959183673469
Guyana,2020-07,413.0,168.0,20.0,8.0,0.048426150121065374
Guyana,2020-08,1306.0,893.0,39.0,19.0,0.02986217457886677
Guyana,2020-09,2894.0,1588.0,80.0,41.0,0.027643400138217002
Guyana,2020-10,4162.0,1268.0,124.0,44.0,0.029793368572801536
Guyana,2020-11,5406.0,1244.0,151.0,27.0,0.02793192748797632
Guyana,2020-12,6332.0,926.0,164.0,13.0,0.025900189513581806
Haiti,2020-03,15.0,15.0,,0.0,
Haiti,2020-04,76.0,61.0,6.0,6.0,0.07894736842105263
Haiti,2020-05,1584.0,1508.0,35.0,29.0,0.022095959595959596
Haiti,2020-06,5847.0,4263.0,104.0,69.0,0.017786899264580127
Haiti,2020-07,7378.0,1531.0,159.0,55.0,0.02155055570615343
Haiti,2020-08,8209.0,831.0,201.0,42.0,0.02448532098915824
Haiti,2020-09,8740.0,531.0,227.0,26.0,0.02597254004576659
Haiti,2020-10,9054.0,314.0,232.0,5.0,0.025624033576319857
Haiti,2020-11,9272.0,218.0,232.0,0.0,0.025021570319240724
Haiti,2020-12,9999.0,727.0,236.0,4.0,0.023602360236023603
Honduras,2020-03,141.0,141.0,7.0,7.0,0.04964539007092199
Honduras,2020-04,771.0,630.0,71.0,64.0,0.09208819714656291
Honduras,2020-05,5202.0,4431.0,212.0,141.0,0.040753556324490584
Honduras,2020-06,19558.0,14356.0,497.0,285.0,0.02541159627773801
Honduras,2020-07,42014.0,22456.0,1337.0,840.0,0.03182272575808064
Honduras,2020-08,61014.0,19000.0,1873.0,536.0,0.030697872619398825
Honduras,2020-09,76900.0,15886.0,2353.0,480.0,0.030598179453836152
Honduras,2020-10,96888.0,19988.0,2669.0,316.0,0.02754727107588143
Honduras,2020-11,108253.0,11365.0,2918.0,249.0,0.026955373061254652
Honduras,2020-12,121827.0,13574.0,3130.0,212.0,0.02569217004440723
Hong Kong,2020-01,,0.0,,0.0,
Hong Kong,2020-02,,0.0,,0.0,
Hong Kong,2020-03,,0.0,,0.0,
Hong Kong,2020-04,,0.0,,0.0,
Hong Kong,2020-05,,0.0,,0.0,
Hong Kong,2020-06,,0.0,,0.0,
Hong Kong,2020-07,,0.0,,0.0,
Hong Kong,2020-08,,0.0,,0.0,
Hong Kong,2020-09,,0.0,,0.0,
Hong Kong,2020-10,,0.0,,0.0,
Hong Kong,2020-11,,0.0,,0.0,
Hong Kong,2020-12,,0.0,,0.0,
Hungary,2020-03,492.0,492.0,16.0,16.0,0.032520325203252036
Hungary,2020-04,2775.0,2283.0,312.0,296.0,0.11243243243243244
Hungary,2020-05,3876.0,1101.0,526.0,214.0,0.13570691434468524
Hungary,2020-06,4155.0,279.0,585.0,59.0,0.1407942238267148
Hungary,2020-07,4505.0,350.0,596.0,11.0,0.13229744728079912
Hungary,2020-08,6139.0,1634.0,615.0,19.0,0.10017918227724384
Hungary,2020-09,26461.0,20322.0,765.0,150.0,0.02891047201541892
Hungary,2020-10,75321.0,48860.0,1750.0,985.0,0.023233892274398905
Hungary,2020-11,217122.0,141801.0,4823.0,3073.0,0.022213317858162693
Hungary,2020-12,322514.0,105392.0,9537.0,4714.0,0.029570809329207415
Iceland,2020-02,1.0,1.0,,0.0,
Iceland,2020-03,1135.0,1134.0,2.0,2.0,0.001762114537444934
Iceland,2020-04,1797.0,662.0,10.0,8.0,0.005564830272676683
Iceland,2020-05,1806.0,9.0,10.0,0.0,0.005537098560354375
Iceland,2020-06,1824.0,18.0,10.0,0.0,0.005482456140350877
Iceland,2020-07,1885.0,61.0,10.0,0.0,0.005305039787798408
Iceland,2020-08,2107.0,222.0,10.0,0.0,0.004746084480303749
Iceland,2020-09,2728.0,621.0,10.0,0.0,0.0036656891495601175
Iceland,2020-10,4865.0,2137.0,12.0,2.0,0.0024665981500513875
Iceland,2020-11,5392.0,527.0,26.0,14.0,0.004821958456973294
Iceland,2020-12,5754.0,362.0,29.0,3.0,0.005039972193256865
India,2020-01,1.0,1.0,,0.0,
India,2020-02,3.0,2.0,,0.0,
India,2020-03,1397.0,1394.0,35.0,35.0,0.025053686471009307
India,2020-04,34863.0,33466.0,1154.0,1119.0,0.03310099532455612
India,2020-05,190609.0,155746.0,5408.0,4254.0,0.02837221747136809
India,2020-06,585481.0,394872.0,17400.0,11992.0,0.029719153994749618
India,2020-07,1695988.0,1110507.0,36511.0,19111.0,0.021527864583947526
India,2020-08,3691166.0,1995178.0,65288.0,28777.0,0.017687635831062597
India,2020-09,6312584.0,2621418.0,98678.0,33390.0,0.01563195040256098
India,2020-10,8184082.0,1871498.0,122111.0,23433.0,0.014920549427535061
India,2020-11,9462809.0,1278727.0,137621.0,15510.0,0.014543355995032765
India,2020-12,10266674.0,803865.0,148738.0,11117.0,0.01448745718428383
Indonesia,2020-03,1528.0,1528.0,136.0,136.0,0.08900523560209424
Indonesia,2020-04,10118.0,8590.0,792.0,656.0,0.07827633919746986
Indonesia,2020-05,26473.0,16355.0,1613.0,821.0,0.06093000415517697
Indonesia,2020-06,56385.0,29912.0,2876.0,1263.0,0.051006473352842065
Indonesia,2020-07,108376.0,51991.0,5131.0,2255.0,0.047344430501217984
Indonesia,2020-08,174796.0,66420.0,7417.0,2286.0,0.04243232110574613
Indonesia,2020-09,287008.0,112212.0,10740.0,3323.0,0.037420559705652806
Indonesia,2020-10,410088.0,123080.0,13869.0,3129.0,0.033819570433663015
Indonesia,2020-11,538883.0,128795.0,16945.0,3076.0,0.03144467351911268
Indonesia,2020-12,743198.0,204315.0,22138.0,5193.0,0.02978748597278249
International,2020-02,705.0,705.0,6.0,6.0,0.00851063829787234
International,2020-03,714.0,9.0,10.0,4.0,0.014005602240896359
International,2020-04,721.0,7.0,15.0,5.0,0.020804438280166437
International,2020-05,721.0,0.0,15.0,0.0,0.020804438280166437
International,2020-06,721.0,0.0,15.0,0.0,0.020804438280166437
International,2020-07,721.0,0.0,15.0,0.0,0.020804438280166437
International,2020-08,721.0,0.0,15.0,0.0,0.020804438280166437
International,2020-09,721.0,0.0,15.0,0.0,0.020804438280166437
International,2020-10,721.0,0.0,15.0,0.0,0.020804438280166437
International,2020-11,721.0,0.0,15.0,0.0,0.020804438280166437
International,2020-12,721.0,0.0,15.0,0.0,0.020804438280166437
Iran,2020-02,593.0,593.0,43.0,43.0,0.07251264755480608
Iran,2020-03,44605.0,44012.0,2898.0,2855.0,0.06497029480999889
Iran,2020-04,94640.0,50035.0,6028.0,3130.0,0.06369399830938292
Iran,2020-05,151466.0,56826.0,7797.0,1769.0,0.051476899106070007
Iran,2020-06,227662.0,76196.0,10817.0,3020.0,0.04751341901590955
Iran,2020-07,304204.0,76542.0,16766.0,5949.0,0.05511433117250266
Iran,2020-08,375212.0,71008.0,21571.0,4805.0,0.0574901655597369
Iran,2020-09,457219.0,82007.0,26169.0,4598.0,0.057235154269616964
Iran,2020-10,612772.0,155553.0,34864.0,8695.0,0.056895550057770264
Iran,2020-11,962070.0,349298.0,48246.0,13382.0,0.0501481181203031
Iran,2020-12,1225142.0,263072.0,55223.0,6977.0,0.045074775005672814
Iraq,2020-02,13.0,13.0,,0.0,
Iraq,2020-03,694.0,681.0,50.0,50.0,0.07204610951008646
Iraq,2020-04,2085.0,1391.0,93.0,43.0,0.04460431654676259
Iraq,2020-05,6439.0,4354.0,205.0,112.0,0.03183724180773412
Iraq,2020-06,49109.0,42670.0,1943.0,1738.0,0.03956504917632206
Iraq,2020-07,124609.0,75500.0,4741.0,2798.0,0.03804701105056617
Iraq,2020-08,234934.0,110325.0,7042.0,2301.0,0.029974375782134556
Iraq,2020-09,362981.0,128047.0,9181.0,2139.0,0.025293334912846677
Iraq,2020-10,472630.0,109649.0,10910.0,1729.0,0.023083596047648265
Iraq,2020-11,552549.0,79919.0,12258.0,1348.0,0.02218445784898715
Iraq,2020-12,595291.0,42742.0,12813.0,555.0,0.021523926953372383
Ireland,2020-02,1.0,1.0,,0.0,
Ireland,2020-03,3235.0,3234.0,71.0,71.0,0.02194744976816074
Ireland,2020-04,20612.0,17377.0,1232.0,1161.0,0.05977100718028333
Ireland,2020-05,24990.0,4378.0,1652.0,420.0,0.06610644257703081
Ireland,2020-06,25473.0,483.0,1736.0,84.0,0.0681505908216543
Ireland,2020-07,26065.0,592.0,1764.0,27.0,0.06767696144254748
Ireland,2020-08,28811.0,2746.0,1777.0,14.0,0.06167783138384645
Ireland,2020-09,36155.0,7344.0,1804.0,27.0,0.04989627990596045
Ireland,2020-10,61456.0,25301.0,1913.0,109.0,0.03112796146836761
Ireland,2020-11,72544.0,11088.0,2053.0,140.0,0.028300066166740186
Ireland,2020-12,91779.0,19235.0,2237.0,184.0,0.02437376741956221
Israel,2020-02,6.0,6.0,,0.0,
Israel,2020-03,5717.0,5711.0,21.0,21.0,0.0036732552037782055
Israel,2020-04,15896.0,10179.0,225.0,204.0,0.014154504277805737
Israel,2020-05,17079.0,1183.0,287.0,62.0,0.01680426254464547
Israel,2020-06,25438.0,8359.0,327.0,40.0,0.012854784181146316
Israel,2020-07,71734.0,46296.0,564.0,237.0,0.00786238046114813
Israel,2020-08,116906.0,45172.0,953.0,389.0,0.008151848493661575
Israel,2020-09,247411.0,130505.0,1604.0,651.0,0.006483139391538776
Israel,2020-10,314349.0,66938.0,2561.0,957.0,0.008146995854925577
Israel,2020-11,337191.0,22842.0,2872.0,311.0,0.008517427807978267
Israel,2020-12,423262.0,86071.0,3325.0,453.0,0.007855654417358516
Italy,2020-01,2.0,2.0,,0.0,
Italy,2020-02,1128.0,1126.0,29.0,29.0,0.025709219858156027
Italy,2020-03,105792.0,104664.0,12428.0,12399.0,0.11747580157289776
Italy,2020-04,205463.0,99671.0,27967.0,15539.0,0.13611696509833887
Italy,2020-05,232997.0,27534.0,33415.0,5448.0,0.14341386369781586
Italy,2020-06,240578.0,7581.0,34767.0,1352.0,0.14451446100640955
Italy,2020-07,247537.0,6959.0,35141.0,374.0,0.14196261568977567
Italy,2020-08,269214.0,21677.0,35483.0,342.0,0.1318022093947566
Italy,2020-09,314861.0,45647.0,35894.0,411.0,0.11399951089528396
Italy,2020-10,679430.0,364569.0,38618.0,2724.0,0.056838820776238905
Italy,2020-11,1601554.0,922124.0,55576.0,16958.0,0.03470129636590461
Italy,2020-12,2107166.0,505612.0,74159.0,18583.0,0.035193715160552135
Jamaica,2020-03,36.0,36.0,1.0,1.0,0.027777777777777776
Jamaica,2020-04,422.0,386.0,8.0,7.0,0.018957345971563982
Jamaica,2020-05,586.0,164.0,9.0,1.0,0.015358361774744027
Jamaica,2020-06,702.0,116.0,10.0,1.0,0.014245014245014245
Jamaica,2020-07,878.0,176.0,10.0,0.0,0.011389521640091117
Jamaica,2020-08,2459.0,1581.0,21.0,11.0,0.00854005693371289
Jamaica,2020-09,6482.0,4023.0,107.0,86.0,0.01650725084850355
Jamaica,2020-10,9094.0,2612.0,206.0,99.0,0.022652298218605673
Jamaica,2020-11,10763.0,1669.0,257.0,51.0,0.023878100901235714
Jamaica,2020-12,12827.0,2064.0,302.0,45.0,0.02354408669213378
Japan,2020-01,15.0,13.0,,0.0,
Japan,2020-02,245.0,230.0,6.0,6.0,0.024489795918367346
Japan,2020-03,2255.0,2010.0,67.0,61.0,0.029711751662971176
Japan,2020-04,14284.0,12029.0,481.0,414.0,0.033674040884906185
Japan,2020-05,16751.0,2467.0,898.0,417.0,0.053608739776729745
Japan,2020-06,18615.0,1864.0,972.0,74.0,0.05221595487510072
Japan,2020-07,36234.0,17619.0,1008.0,36.0,0.027819175360158967
Japan,2020-08,68396.0,32162.0,1298.0,290.0,0.0189777179952044
Japan,2020-09,83591.0,15195.0,1575.0,277.0,0.01884174133578974
Japan,2020-10,101327.0,17736.0,1769.0,194.0,0.017458327987604487
Japan,2020-11,148962.0,47635.0,2076.0,307.0,0.013936440165948362
Japan,2020-12,235811.0,86849.0,3292.0,1216.0,0.013960332639274674
Jordan,2020-03,274.0,274.0,5.0,5.0,0.01824817518248175
Jordan,2020-04,453.0,179.0,8.0,3.0,0.017660044150110375
Jordan,2020-05,739.0,286.0,9.0,1.0,0.012178619756427604
Jordan,2020-06,1132.0,393.0,9.0,0.0,0.007950530035335688
Jordan,2020-07,1223.0,61.0,11.0,2.0,0.008994276369582993
Jordan,2020-08,2034.0,841.0,15.0,4.0,0.007374631268436578
Jordan,2020-09,11825.0,9791.0,61.0,46.0,0.005158562367864694
Jordan,2020-10,72607.0,60782.0,829.0,768.0,0.011417631908769127
Jordan,2020-11,219430.0,146823.0,2751.0,1922.0,0.012537027753725562
Jordan,2020-12,294494.0,75064.0,3834.0,1083.0,0.013018940963143561
Kazakhstan,2020-03,343.0,343.0,2.0,2.0,0.0058309037900874635
Kazakhstan,2020-04,3402.0,3059.0,25.0,23.0,0.007348618459729571
Kazakhstan,2020-05,10858.0,7456.0,40.0,15.0,0.003683919690550746
Kazakhstan,2020-06,22308.0,11450.0,188.0,148.0,0.008427469965931505
Kazakhstan,2020-07,90367.0,68059.0,793.0,605.0,0.008775327276550069
Kazakhstan,2020-08,130673.0,40306.0,1781.0,988.0,0.013629441430134764
Kazakhstan,2020-09,140707.0,10034.0,2078.0,297.0,0.014768277342278636
Kazakhstan,2020-10,149699.0,8992.0,2226.0,148.0,0.014869838809878489
Kazakhstan,2020-11,174563.0,24864.0,2433.0,207.0,0.01393766147465385
Kazakhstan,2020-12,201196.0,26633.0,2761.0,328.0,0.013722936837710491
Kenya,2020-03,59.0,59.0,1.0,1.0,0.01694915254237288
Kenya,2020-04,396.0,337.0,17.0,16.0,0.04292929292929293
Kenya,2020-05,1962.0,1566.0,64.0,47.0,0.0326197757390418
Kenya,2020-06,6366.0,4404.0,148.0,84.0,0.023248507697141062
Kenya,2020-07,20636.0,14270.0,341.0,193.0,0.01652452025586354
Kenya,2020-08,34201.0,13565.0,577.0,236.0,0.016870851729481592
Kenya,2020-09,38529.0,4328.0,711.0,134.0,0.018453632328895117
Kenya,2020-10,55192.0,16663.0,981.0,270.0,0.01777431511813306
Kenya,2020-11,83618.0,28426.0,1469.0,488.0,0.017567987753832906
Kenya,2020-12,96458.0,12840.0,1670.0,201.0,0.017313234775757323
Kosovo,2020-03,106.0,106.0,1.0,1.0,0.009433962264150943
Kosovo,2020-04,799.0,693.0,22.0,21.0,0.02753441802252816
Kosovo,2020-05,1070.0,271.0,30.0,8.0,0.028037383177570093
Kosovo,2020-06,2799.0,1729.0,49.0,19.0,0.017506252232940337
Kosovo,2020-07,8330.0,5531.0,227.0,178.0,0.02725090036014406
Kosovo,2020-08,13454.0,5124.0,525.0,298.0,0.03902185223725286
Kosovo,2020-09,15620.0,2166.0,625.0,100.0,0.04001280409731114
Kosovo,2020-10,19328.0,3708.0,678.0,53.0,0.03507864238410596
Kosovo,2020-11,39596.0,20268.0,1016.0,338.0,0.025659157490655622
Kosovo,2020-12,51144.0,11548.0,1332.0,316.0,0.026044110746128578
Kuwait,2020-02,45.0,45.0,,0.0,
Kuwait,2020-03,289.0,244.0,,0.0,
Kuwait,2020-04,4024.0,3735.0,26.0,26.0,0.0064612326043737576
Kuwait,2020-05,27043.0,23019.0,212.0,186.0,0.007839366934141922
Kuwait,2020-06,46195.0,19152.0,354.0,142.0,0.007663167009416603
Kuwait,2020-07,66957.0,20762.0,447.0,93.0,0.006675926340785877
Kuwait,2020-08,85109.0,18152.0,531.0,84.0,0.00623905814896192
Kuwait,2020-09,105182.0,20073.0,610.0,79.0,0.005799471392443574
Kuwait,2020-10,125926.0,20744.0,779.0,169.0,0.00618617283166304
Kuwait,2020-11,142635.0,16709.0,880.0,101.0,0.006169593718231851
Kuwait,2020-12,150584.0,7949.0,934.0,54.0,0.006202518195824258
Kyrgyzstan,2020-03,107.0,107.0,,0.0,
Kyrgyzstan,2020-04,746.0,639.0,8.0,8.0,0.010723860589812333
Kyrgyzstan,2020-05,1748.0,1002.0,16.0,8.0,0.009153318077803204
Kyrgyzstan,2020-06,5506.0,3758.0,61.0,45.0,0.011078823102070468
Kyrgyzstan,2020-07,35805.0,30299.0,1378.0,1317.0,0.03848624493785784
Kyrgyzstan,2020-08,43898.0,8093.0,1498.0,-320.0,0.034124561483438884
Kyrgyzstan,2020-09,46669.0,2771.0,1064.0,6.0,0.02279886005699715
Kyrgyzstan,2020-10,58878.0,12209.0,1144.0,80.0,0.01943000781276538
Kyrgyzstan,2020-11,73178.0,14300.0,1275.0,131.0,0.017423269288584002
Kyrgyzstan,2020-12,81034.0,7856.0,1355.0,80.0,0.016721376212454033
Laos,2020-03,9.0,9.0,,0.0,
Laos,2020-04,19.0,10.0,,0.0,
Laos,2020-05,19.0,0.0,,0.0,
Laos,2020-06,19.0,0.0,,0.0,
Laos,2020-07,20.0,1.0,,0.0,
Laos,2020-08,22.0,2.0,,0.0,
Laos,2020-09,23.0,1.0,,0.0,
Laos,2020-10,24.0,1.0,,0.0,
Laos,2020-11,39.0,15.0,,0.0,
Laos,2020-12,41.0,2.0,,0.0,
Latvia,2020-02,,0.0,,0.0,
Latvia,2020-03,398.0,398.0,,0.0,
Latvia,2020-04,858.0,460.0,15.0,15.0,0.017482517482517484
Latvia,2020-05,1066.0,208.0,24.0,9.0,0.0225140712945591
Latvia,2020-06,1118.0,52.0,30.0,6.0,0.026833631484794274
Latvia,2020-07,1231.0,113.0,32.0,2.0,0.025995125913891144
Latvia,2020-08,1396.0,165.0,34.0,2.0,0.024355300859598854
Latvia,2020-09,1824.0,428.0,37.0,3.0,0.020285087719298246
Latvia,2020-10,5894.0,4070.0,71.0,34.0,0.012046148625721072
Latvia,2020-11,17075.0,11181.0,206.0,135.0,0.012064421669106882
Latvia,2020-12,40904.0,23829.0,635.0,429.0,0.015524154116956778
Lebanon,2020-02,4.0,4.0,,0.0,
Lebanon,2020-03,470.0,466.0,12.0,12.0,0.02553191489361702
Lebanon,2020-04,725.0,255.0,24.0,12.0,0.03310344827586207
Lebanon,2020-05,1220.0,495.0,27.0,3.0,0.022131147540983605
Lebanon,2020-06,1778.0,558.0,34.0,7.0,0.019122609673790775
Lebanon,2020-07,4555.0,2777.0,61.0,27.0,0.013391877058177827
Lebanon,2020-08,17308.0,12753.0,167.0,106.0,0.009648717356135891
Lebanon,2020-09,39634.0,22326.0,367.0,200.0,0.009259726497451683
Lebanon,2020-10,81228.0,41594.0,637.0,270.0,0.007842123405722165
Lebanon,2020-11,127944.0,46716.0,1018.0,381.0,0.00795660601513162
Lebanon,2020-12,181503.0,53559.0,1468.0,450.0,0.008088020583681813
Lesotho,2020-05,2.0,2.0,,0.0,
Lesotho,2020-06,27.0,25.0,,0.0,
Lesotho,2020-07,604.0,577.0,13.0,13.0,0.02152317880794702
Lesotho,2020-08,1085.0,481.0,31.0,18.0,0.02857142857142857
Lesotho,2020-09,1595.0,510.0,36.0,5.0,0.0225705329153605
Lesotho,2020-10,1953.0,358.0,44.0,8.0,0.022529441884280594
Lesotho,2020-11,2109.0,156.0,44.0,0.0,0.020862968231389285
Lesotho,2020-12,3094.0,985.0,51.0,7.0,0.016483516483516484
Liberia,2020-03,3.0,3.0,,0.0,
Liberia,2020-04,141.0,138.0,16.0,16.0,0.11347517730496454
Liberia,2020-05,288.0,147.0,27.0,11.0,0.09375
Liberia,2020-06,780.0,492.0,36.0,9.0,0.046153846153846156
Liberia,2020-07,1186.0,406.0,75.0,39.0,0.06323777403035413
Liberia,2020-08,1304.0,118.0,82.0,7.0,0.06288343558282208
Liberia,2020-09,1343.0,39.0,82.0,0.0,0.06105733432613552
Liberia,2020-10,1426.0,83.0,82.0,0.0,0.05750350631136045
Liberia,2020-11,1595.0,169.0,83.0,1.0,0.05203761755485893
Liberia,2020-12,1779.0,184.0,83.0,0.0,0.04665542439572794
Libya,2020-03,10.0,10.0,,0.0,
Libya,2020-04,61.0,51.0,3.0,3.0,0.04918032786885246
Libya,2020-05,156.0,95.0,5.0,2.0,0.03205128205128205
Libya,2020-06,824.0,668.0,24.0,19.0,0.02912621359223301
Libya,2020-07,3621.0,2797.0,76.0,50.0,0.020988677161005248
Libya,2020-08,13966.0,10345.0,237.0,163.0,0.016969783760561363
Libya,2020-09,34525.0,20559.0,551.0,314.0,0.015959449674149168
Libya,2020-10,61095.0,26570.0,857.0,306.0,0.014027334479089942
Libya,2020-11,82809.0,21714.0,1183.0,326.0,0.01428588679974399
Libya,2020-12,100277.0,17468.0,1478.0,295.0,0.014739172492196615
Liechtenstein,2020-03,68.0,68.0,,0.0,
Liechtenstein,2020-04,82.0,14.0,1.0,1.0,0.012195121951219513
Liechtenstein,2020-05,82.0,0.0,1.0,0.0,0.012195121951219513
Liechtenstein,2020-06,82.0,0.0,1.0,0.0,0.012195121951219513
Liechtenstein,2020-07,88.0,6.0,1.0,0.0,0.011363636363636364
Liechtenstein,2020-08,107.0,19.0,1.0,0.0,0.009345794392523364
Liechtenstein,2020-09,118.0,11.0,1.0,0.0,0.00847457627118644
Liechtenstein,2020-10,533.0,415.0,3.0,2.0,0.005628517823639775
Liechtenstein,2020-11,1270.0,737.0,16.0,13.0,0.012598425196850394
Liechtenstein,2020-12,2136.0,866.0,39.0,23.0,0.018258426966292134
Lithuania,2020-02,1.0,1.0,,0.0,
Lithuania,2020-03,468.0,467.0,4.0,4.0,0.008547008547008548
Lithuania,2020-04,1375.0,907.0,32.0,28.0,0.02327272727272727
Lithuania,2020-05,1667.0,292.0,54.0,22.0,0.03239352129574085
Lithuania,2020-06,1812.0,145.0,61.0,7.0,0.0336644591611479
Lithuania,2020-07,2069.0,257.0,63.0,2.0,0.030449492508458194
Lithuania,2020-08,2900.0,831.0,69.0,6.0,0.02379310344827586
Lithuania,2020-09,4688.0,1788.0,77.0,8.0,0.01642491467576792
Lithuania,2020-10,14815.0,10127.0,152.0,75.0,0.010259871751603105
Lithuania,2020-11,61311.0,46496.0,620.0,468.0,0.010112377876726851
Lithuania,2020-12,141955.0,80644.0,1796.0,1176.0,0.012651896727836285
Luxembourg,2020-02,1.0,1.0,,0.0,
Luxembourg,2020-03,2178.0,2177.0,23.0,23.0,0.010560146923783287
Luxembourg,2020-04,3784.0,1606.0,90.0,67.0,0.023784355179704016
Luxembourg,2020-05,4018.0,234.0,110.0,20.0,0.0273768043802887
Luxembourg,2020-06,4299.0,281.0,110.0,0.0,0.025587345894394046
Luxembourg,2020-07,6695.0,2396.0,114.0,4.0,0.017027632561613146
Luxembourg,2020-08,7928.0,-70.0,124.0,10.0,0.01564076690211907
Luxembourg,2020-09,8509.0,1884.0,124.0,0.0,0.014572805265013516
Luxembourg,2020-10,17134.0,8625.0,152.0,28.0,0.00887125014590872
Luxembourg,2020-11,34678.0,17544.0,321.0,169.0,0.009256589191994924
Luxembourg,2020-12,46415.0,11737.0,495.0,174.0,0.010664655822471183
Madagascar,2020-03,57.0,57.0,,0.0,
Madagascar,2020-04,128.0,71.0,,0.0,
Madagascar,2020-05,771.0,643.0,6.0,6.0,0.007782101167315175
Madagascar,2020-06,2214.0,1443.0,20.0,14.0,0.009033423667570008
Madagascar,2020-07,10868.0,8654.0,106.0,86.0,0.009753404490246595
Madagascar,2020-08,14863.0,3995.0,192.0,86.0,0.012917984256206688
Madagascar,2020-09,16408.0,1545.0,230.0,38.0,0.01401755241345685
Madagascar,2020-10,17111.0,703.0,244.0,14.0,0.014259832856057506
Madagascar,2020-11,17341.0,230.0,251.0,7.0,0.014474367106856583
Madagascar,2020-12,17714.0,373.0,261.0,10.0,0.014734108614655074
Malawi,2020-03,,0.0,,0.0,
Malawi,2020-04,37.0,37.0,3.0,3.0,0.08108108108108109
Malawi,2020-05,284.0,247.0,4.0,1.0,0.014084507042253521
Malawi,2020-06,1224.0,940.0,14.0,10.0,0.011437908496732025
Malawi,2020-07,4078.0,2854.0,114.0,100.0,0.027954879843060325
Malawi,2020-08,5566.0,1488.0,175.0,61.0,0.031440891124685594
Malawi,2020-09,5773.0,207.0,179.0,4.0,0.031006409146024597
Malawi,2020-10,5930.0,157.0,184.0,5.0,0.03102866779089376
Malawi,2020-11,6028.0,98.0,185.0,1.0,0.030690112806901128
Malawi,2020-12,6583.0,555.0,189.0,4.0,0.02871031444630108
Malaysia,2020-01,8.0,8.0,,0.0,
Malaysia,2020-02,25.0,17.0,,0.0,
Malaysia,2020-03,2766.0,2741.0,43.0,43.0,0.01554591467823572
Malaysia,2020-04,6002.0,3236.0,102.0,59.0,0.016994335221592802
Malaysia,2020-05,7819.0,1817.0,115.0,13.0,0.014707763141066633
Malaysia,2020-06,8639.0,820.0,121.0,6.0,0.014006250723463363
Malaysia,2020-07,8976.0,337.0,125.0,4.0,0.01392602495543672
Malaysia,2020-08,9340.0,364.0,127.0,2.0,0.013597430406852249
Malaysia,2020-09,11224.0,1884.0,136.0,9.0,0.012116892373485389
Malaysia,2020-10,31548.0,20324.0,249.0,113.0,0.007892734880182578
Malaysia,2020-11,65697.0,34149.0,360.0,111.0,0.005479702269510023
Malaysia,2020-12,113010.0,47313.0,471.0,111.0,0.0041677727634722595
Maldives,2020-03,18.0,18.0,,0.0,
Maldives,2020-04,468.0,450.0,1.0,1.0,0.002136752136752137
Maldives,2020-05,1773.0,1305.0,5.0,4.0,0.0028200789622109417
Maldives,2020-06,2361.0,588.0,9.0,4.0,0.0038119440914866584
Maldives,2020-07,3793.0,1432.0,16.0,7.0,0.004218296862641709
Maldives,2020-08,7804.0,4011.0,28.0,12.0,0.0035879036391594054
Maldives,2020-09,10291.0,2487.0,34.0,6.0,0.0033038577397726168
Maldives,2020-10,11659.0,1368.0,38.0,4.0,0.003259284672784973
Maldives,2020-11,13011.0,1352.0,46.0,8.0,0.003535469986934133
Maldives,2020-12,13757.0,746.0,48.0,2.0,0.003489132805117395
Mali,2020-03,28.0,28.0,2.0,2.0,0.07142857142857142
Mali,2020-04,490.0,462.0,26.0,24.0,0.053061224489795916
Mali,2020-05,1265.0,775.0,77.0,51.0,0.06086956521739131
Mali,2020-06,2181.0,916.0,116.0,39.0,0.05318661164603393
Mali,2020-07,2535.0,354.0,124.0,8.0,0.04891518737672584
Mali,2020-08,2776.0,241.0,126.0,2.0,0.045389048991354465
Mali,2020-09,3118.0,342.0,131.0,5.0,0.04201411161000641
Mali,2020-10,3554.0,436.0,136.0,5.0,0.038266741699493526
Mali,2020-11,4710.0,1156.0,156.0,20.0,0.033121019108280254
